title,#,author,reviewer,reviewer link,reviewer ID,editor (internal use),isbn,hide_ibooks,book_seamus_id,author_seamus_id,review_seamus_id,tags,genre (internal use),text,random numbers
I Want To Show You More,187,Jamie Quatro,Jane Ciabattari,http://www.janeciabattari.com,book critic and author of <em>Stealing the Fire</em>,Camila,080212075X,,244798896,,,"Poetry & Short Stories, Let's Talk About Sex, The Dark Side, Seriously Great Writing, Book Club Ideas, Family Matters",Fiction,"<p>Jamie Quatro brings a fresh, frank voice to these linked stories set around Lookout Mountain, Ga. Several feature a character with a husband, family, church &mdash; and guilt over a virtual affair involving phone sex and heavy texting. Her obsession takes a surreal turn in ""Decomposition,"" as her lover's body shows up when she's in bed with her husband. The title comes from a story in which she emails a nude selfie to her lover: </p><p><em>""I want to show you more, I said.</em></p><p><em>""He was silent. Then: So far, we haven't done anything we couldn't tell our spouses about.""</em></p>",0.871573507
Captain Marvel Vol. 1: In Pursuit Of Flight,12,"Kelly Sue Deconnick, Dexter Soy, Emma Rios",Glen Weldon,http://www.npr.org/people/137817249/glen-weldon,author of <em>Superman: The Unauthorized Biography</em>,Beth/Petra,0785165495,TRUE,243217397,,,"Comics & Graphic Novels, It’s All Geek To Me, Science Fiction & Fantasy, Rather Short",Comic,"Talk about reflected glory: As Ms. Marvel, Air Force Major Carol Danvers has been kicking around the Marvel Universe for decades, ever since acquiring her amazing powers simply by standing next to male hero Captain Marvel during an explosion. But in this new series, writer DeConnick has Carol assume the title of Captain Marvel herself, ditch her cheesecake getup for a flight suit, and set off on a temporal adventure that allies her with a squadron of female World War II fighter pilots. Publishers like to tout their “strong female characters.” But in the hands of DeConnick, they’ve found something far better &mdash; a rounded, compelling, inspirational hero who happens to be a woman. ",0.887085337
The Infatuations,191,"Javier Marias, translated by Margaret Jull Costa",Marcela Valdes,http://marcelavaldes.com/,book critic,Camila,0307960722,,209561935,,209565333,"Realistic Fiction, Tales From Around The World, Seriously Great Writing, Mysteries & Thrillers, Love Stories",Fiction,"If Agatha Christie had adored Michel de Montaigne and Honore de Balzac, she might have produced something like this deliciously deep murder mystery. The novel begins with a seemingly random crime: A businessman is stabbed to death by a homeless madman in Madrid. The solution is a humdinger. But the best parts occur in Javier Marías’ hypnotizing meditations on marriage, love, grief, longing, envy, literature and betrayal. As sophisticated as a Bach fugue, <em>The Infatuations</em> is also so intimate that the chapter breaks feel almost like breaths.",0.890396546
Incarnadine,105,Mary Szybist,Craig Morgan Teicher,http://www.craigmorganteicher.com/,poet and critic,Camila,1555976352,TRUE,168536533,,,"Poetry & Short Stories, Seriously Great Writing",Poetry,"<p>A religious book for a secular America, this is among the most arresting and inventive collections of the past few years. Mary Szybist turns Christian mythology &mdash; her name is Mary, after all &mdash; on its head with all the reverence of a true believer. She's a restless formal experimenter and a humble, compassionate observer of the complicated glory of the world. If you only read one book of poetry this year, you're not reading enough poetry &mdash; but if it <em>must</em> be one, this should be it.</p><p><em>This book was also the winner of the 2013 National Book Award for poetry.</em></p> ",0.89470025
Too Bright To Hear Too Loud To See,177,Juliann Garey,Meg Wolitzer,,"author, most recently of <em>The Interestings</em>",Rose,1616953446,,166897841,,166897747,"Realistic Fiction, Eye-Opening Reads",,"Writing well about mental illness is a feat. The writer needs to bring readers into a world that they might be reluctant to enter. Juliann Garey draws us right into her first novel, <em>Too Bright to Hear, Too Loud to See,</em> about a bipolar Hollywood studio executive who leaves his family to go off on a decade-long, wild ramble. Garey, who has openly talked about being bipolar, describes the feeling of being inside an unquiet brain with depth and precision. ",0.901398565
Unknown Pleasures: Inside Joy Division ,199,Peter Hook,Neda Ulaby,http://www.npr.org/people/3850482/neda-ulaby,"reporter, Arts Desk",Nicole,0062222562,,246590155,,,"Science & Society, For History Lovers, NPR Staff Picks, For Art Lovers, Biography & Memoir",,"Peter “Hooky” Hook was a self-described working-class thief who taught himself to play the bass. His Manchester, England, band, Stiff Kittens, sprouted into not one, but two of the most important bands of the post-punk era. You don’t have to be a hardcore fan of Joy Division or New Order to appreciate Hook’s wry evocation of Britain’s 1970s punk scene and his street-level remembrance of the tragedy and ecstasy &mdash; if the drug double entendre can be forgiven &mdash; that went into building the foundation for the next few decades' alternative rock scene.",0.9069577
Do You Believe In Magic? The Sense And Nonsense Of Alternative Medicine,102,Paul A. Offit,Jon Hamilton,http://www.npr.org/people/2100615/jon-hamilton,"correspondent, Science Desk",Nicole,0062222961,,243263592,,,"NPR Staff Picks, Science & Society, Eye-Opening Reads, Book Club Ideas",Nonfiction,"If you've ever wondered whether echinacea can really ward off infections, or whether shark cartilage truly prevents cancer, this is the book for you. Physician Paul A. Offit brings a scientist's precision to his exploration of the vast number of alternative medicines that don't work, and several that do. He also explains how alternative medicine became a $34 billion-a-year business, and why the companies that sell ""alternative"" products still face almost no government oversight. Along the way, Offit tells some great stories, including a full chapter about Linus Pauling, the Nobel Prize winner responsible for the nation's misguided love affair with vitamin C.",0.909525197
Paper Valentine,151,Brenna Yovanoff,Alaya Dawn Johnson,http://www.alayadawnjohnson.com/,"author, most recently of <em>The Summer Prince</em>",Petra,1595145990,,243269358,,,"Young Adult, Love Stories, Mysteries & Thrillers",YA,"Brenna Yovanoff's previous <em>The Space Between</em> lit fireworks in my heart (two words: demon baby), and she handles the very different material in <em>Paper Valentine</em> beautifully. This is a serial killer story. It's also a ghost story and an awkward, endearing romance (reminding me of Clarissa and Clifford from a certain formative 1990s TV show. Hannah is haunted by the ghost of Lillian, her anorexic best friend. Then a serial killer starts targeting young girls around town, and both Lillian and Hannah become obsessed with finding him. The terror builds palpably over the course of a long, hot summer and breaks with a surprising payoff.",0.915276084
Thieves I've Known,139,Tom Kealey,Jane Ciabattari,http://www.janeciabattari.com,book critic and author of <em>Stealing the Fire</em>,Camila,0820345377,TRUE,243254800,,,"Poetry & Short Stories, Realistic Fiction, Eye-Opening Reads, Seriously Great Writing, Family Matters",Short stories,"Storytelling carves a way out of a dead end in the opening story in this award-winning first collection, as a 15-year-old girl and her brother, 16, alternate ever more absurd storylines while walking home after a part-time job bagging groceries. Another pair of siblings communicate in sign language as they scavenge among the treasures in a wealthy family's house. A young girl in charge of a circus's rare albino camel; two runaway boys; a broken-down pitcher; and a woman whose finger is pierced by a sewing machine needle converge in the kaleidoscopic ""Circus Night."" Tom Kealey honors these marginal and troubled young Americans with fierce honesty. ",0.925087386
The Lowland ,22,Jhumpa Lahiri ,Heller McAlpin,,book critic,Rose,0307265749,TRUE,223370008,224404507,223425487,"Realistic Fiction,  Seriously Great Writing, Tales From Around The World, Family Matters, Book Club Ideas",Fiction,"Despite its nominations for multiple prizes, including the Booker and the National Book Award, Jhumpa Lahiri's second novel has provoked decidedly mixed reactions. Unlike her earlier books, which focus on the culture gap between Bengali immigrants and their American-raised offspring, <em>The Lowland</em> is about the abiding grip of the past on a ""family of solitaries"" bound together more by painful tragedy, bad choices and secrets than by love. It isn't perfect, but I loved it for her compassion even for her coldest characters, her shimmering imagery of water and light, and her ability to address the essential loneliness of the human condition with assured, muted storytelling. ",0.938606402
Breakfast With Lucian: The Astounding Life And Outrageous Times Of Britain's Great Modern Painter,215,Geordie Greig ,Heller McAlpin,,book critic,Rose,374116482,,243293718,,,"Biography & Memoir, Let's Talk About Sex, Eye-Opening Reads, For Art Lovers, Family Matters",Biography,"This intimate, dishy biography of the notoriously private and priapic artist Lucian Freud (grandson of Sigmund) is a rare case in which the text and illustrations are equally astonishing. Geordie Greig exposes Freud's messy life, which was driven by his obsessions with art, sex and gambling. Most of his overlapping lovers modeled for the raw portraits that stripped his sitters bare in every sense. So did seven of his acknowledged 14 children &mdash; a circumstance that had journalists aquiver about the Freudian implications. ",0.947484697
Hitler's Furies: German Women In The Nazi Killing Fields,98,Wendy Lower,Barrie Hardymon,,<em>Weekend Edition</em> staff,Rose,0547863381,,235398491,,,"Science & Society, For History Lovers, Tales From Around The World, Eye-Opening Reads, The Dark Side, NPR Staff Picks",Nonfiction,"I understand that a book about the role of women in the Third Reich may not be exactly the nonfiction you’re hoping to delve into over the holidays. But <em>Hitler’s Furies</em> is worth reading for several reasons. This isn’t the story of the more well-known murderesses of the movement &mdash; Wendy Lower’s study of the women who committed horrors during the Holocaust follows the lives of 13 ordinary women and argues that they were not just swept along by a masculine, nationalistic tide but became monsters themselves. The stories are, of course, chilling &mdash; from the women who murdered from behind a desk, typing up deportation lists, to those who murdered in person, shooting children in the Jewish ghetto. But what’s most harrowing is what happened to them &mdash; nothing. Only one was tried and found guilty. And if the Holocaust was perpetrated based on one ugly prejudice &mdash; anti-Semitism &mdash; these women got away with their crimes because of another &mdash; a rooted belief that women are somehow naturally more innocent. ",0.948556645
At Night We Walk In Circles: A Novel ,39,Daniel Alarcón,Ellah Allfrey,,book critic and editor,Rose,1594631719,,240486324,240764198,,"Realistic Fiction, Tales From Around The World, Seriously Great Writing",Fiction,"With an enigmatic narrator and constant reminders that this adventure does not end well, Daniel Alarcon’s latest book is his strongest yet. It tells of an earnest young actor who is given the break of his career when he’s invited to be part of the cast of <em>The Idiot President</em> &mdash; a notorious political play. Following the itinerant theater troupe made up of Nelson, a self-indulgent young man hoping to escape a failed love affair; Henry, an embittered playwright; and his manager and comrade Patalarga, the book is a moving exploration of fate, destiny, dissent and the artistic imagination. ",0.960642697
Little Elvises: A Junior Bender Mystery,85,Timothy Hallinan,Nancy Pearl,http://www.nancypearl.com/,librarian and book critic,Beth/Petra,1616952792,,243038712,,,"Mysteries & Thrillers, Funny Stuff",Mystery,"Timothy Hallinan, an accomplished mystery writer (check out his series set in Bangkok, featuring an American travel writer named Poke Rafferty), introduced Junior Bender in <em>Crashed.</em>. Bender, who lives in Los Angeles, makes his main living as a burglar. He also moonlights as a fixer: Southern California criminals know that if they get in a real jam, they can turn to Junior to get them out of trouble. When he’s hired to clear a former music industry talent spotter of murder, Junior realizes that the more he delves into the case, the more complex it becomes. And it’s likely that nobody’s going to be happy with the outcome of his investigation.  The third novel in the Bender trilogy, <em>The Fame Thief,</em> also came out in 2013: It was a tossup for me to choose which one to include in this list. I’d recommend reading the novels in order, but you don’t absolutely need to &mdash; each one is as splendidly entertaining as the others.",0.961736841
The Hired Man,36,Aminatta Forna,Ellah Allfrey,,book critic and editor,Rose,0802121918,,187588288,,,"Realistic Fiction, For History Lovers, Tales From Around The World, Family Matters, Book Club Ideas, Historical Fiction",Fiction,"Laura, a middle-aged British woman, buys a quaint holiday home in Gost, Croatia, and arrives one summer to fix it up. She doesn’t ask why the house is empty, nor does she seem to acknowledge the terrible war the country has survived. But the story of the village and of the house is slowly revealed to her by her hired man, Duro. As his relationship with Laura and her children develops, so too does the reader’s understanding of the pity of war and the price of silence. A thoughtful and original work from an author not afraid of asking uncomfortable questions.",0.965638705
One Good Earl Deserves A Lover,121,Sarah MacLean,Bobbi Dumas,http://www.readaromancemonth.com/,"freelance writer, book reviewer and founder of Read-A-Romance Month",Camila,0062068539,,171924906,,,"Love Stories, Let's Talk About Sex, For History Lovers",Romance,"Lady Philippa (Pippa) Marbury is headed into marriage with a limited understanding of what is expected in the marriage bed, so she approaches the most notorious rake in London for some answers. She's a woman of science, after all, and what better way to approach a mystery than through research? Mr. Cross is intrigued and bemused by the intrepid Pippa, especially as she faces down gamblers, blackmailers and other evildoers to stake a claim for love and happiness. This delightful historical romance has a satisfying modern sensibility -- and an early-Victorian <em>Ocean's Eleven</em> spin.",0.97028838
The Alchemists: Three Central Bankers And A World On Fire,92,Neil Irwin,Neal Carruth,,"senior editor, Business Desk",Nicole,1594204624,,175948301,175950416,,"NPR Staff Picks, Science & Society, For History Lovers, Tales From Around The World, Eye-Opening Reads",Nonfiction,"<em>Another</em> book on the financial crisis and its aftermath? To borrow a phrase, “This time is different.” Neil Irwin of <em>The Washington Post</em> reinvigorates a familiar tale by focusing on the partnership of three men: Federal Reserve Chairman Ben Bernanke, Bank of England Governor Mervyn King and European Central Bank President Jean-Claude Trichet. Worst idea ever for a buddy movie? Not exactly. Each man is fascinating in his own right, and each was prepared to act on the lessons of history. The result is a deep study of the role of central banks in modern economies and the staggering power of the bankers running them. ",0.972688595
Crazy Thing Called Love,122,Molly O'Keefe,Bobbi Dumas,http://www.readaromancemonth.com/,"freelance writer, book reviewer and founder of Read-A-Romance Month",Camila,0345533690,,171923561,,,"Love Stories, Let's Talk About Sex",Romance,"Fourteen years ago, bad-boy hockey star Billy Wilkins ruined his marriage to Maddy, the only girl he ever loved. Now he's in Dallas, facing the end of his career. Maddy is also in Dallas: she's a star anchor for a morning news program, and she wants nothing to do with her ex. But when her producer sets up a celebrity makeover series with Billy, Maddy has to make nice with the man who broke her heart. Too bad the chemistry between them is still off the charts. An intense, emotionally poignant ""second chance at love"" storyline.",0.975952431
The Best Man,120,Kristan Higgins,Bobbi Dumas,http://www.readaromancemonth.com/,"freelance writer, book reviewer and founder of Read-A-Romance Month",Camila,0373777922,TRUE,198433559,,,"Love Stories, Funny Stuff, Family Matters",Romance,"Three years ago, Faith Holland left her hometown after being abandoned at the altar. Now she's back, summoned by her family to help at their winery, and she's forced to revisit the unfinished business she left behind. The person she most wants to avoid is Levi Cooper, the groom's best friend, and the one who forced the couple to be honest about Jeremy's sexuality. Facing Levi means she'll have to confront all sorts of emotions she's swept under the rug, and she might have to admit he's indeed the best man &mdash; for her. Kristan Higgins just keeps getting better and better.",0.976639431
The Unwinding: An Inner History Of The New America ,159,George Packer,Eva Wolchover,,<em>Wait Wait ... Don't Tell Me!</em> staff,Nicole,0374102414,,184479454,184480850,184183771,"NPR Staff Picks, Science & Society",Nonfiction,"Working for <em>Wait Wait … Don’t Tell Me!</em> I sometimes forget not everything’s a laugh riot. So to get my fix of the current depressing state of American affairs, I turned to George Packer’s <em>The Unwinding.</em> The gist of the book is that everything we once held dear in America is unraveling thanks to giant institutions and normal-size people who love money too much. Wal-Mart; Oprah; Tampa, Fla.; Silicon Valley; Washington lobbyists; and Jay Z all factor in here somewhere. But with each bad guy comes a tale of someone working tirelessly to undo some of the damage. It’s the community organizer in Ohio or the journalist in Florida who offers the reader some hope. That said, do not read immediately before a holiday party if you don’t want your joyful spirit crushed.",0.979077044
Lexicon: A Novel,134,Max Barry,Annalee Newitz,http://www.techsploitation.com/,"author of <em>Scatter, Adapt and Remember: How Humans Will Survive a Mass Extinction</em>",Petra,1594205388,,243279988,,,"Science Fiction & Fantasy, It’s All Geek To Me, Rather Long, The Dark Side, Funny Stuff",Science Fiction/Fantasy,"In the latest novel from Australian master of subversive science fiction Max Barry, we get a magical realist take on surveillance and propaganda. Informed by the Tower of Babel story in the Bible, as well as aboriginal myth, this is a strange story about a world where art and mind control are inseparable. Poets in a shadowy group called simply the Organization write personalized propaganda, controlling individuals with words. Beautifully written and funny, this is a fairy tale satire for the NSA surveillance age.",0.993605783
Eleven Days: A Novel,45,Lea Carpenter,Nancy Pearl,http://www.nancypearl.com/,librarian and book critic,Beth/Petra,0307960706,,168151512,,,"Realistic Fiction, The Dark Side, Book Club Ideas, Family Matters",Fiction,"Lea Carpenter weaves the story of the love and respect between a mother and her grown son &mdash; despite the differences in many of their most fundamental beliefs &mdash; into a hard look at the painful realities of war in the second decade of the 21st century. Sara, a left-leaning single mother, is shocked when her son, Jason &mdash; spurred by the tragedy of Sept.11 &mdash; becomes a Navy SEAL and is sent to Afghanistan. The 11 days of the title refer to the period between the time when Sara is notified that her beloved son is missing in action and the day that she discovers his fate. This is an uncommonly assured and graceful first novel; the characters are beautifully drawn, and the relationship between mother and son seems utterly true, recognizable, and understandable. As the voice-over for the TV show <em>Law and Order</em> might say, ""This is a story ripped from the headlines.""",0.997174097
Advice To Little Girls,182,"Mark Twain, Vladimir Radunsky",Becky Hersher,,<em>Weekend All Things Considered</em> staff,Beth,1592701299,TRUE,244532976,,,"Kids' Books, Funny Stuff, NPR Staff Picks",Elementary,"Mark Twain wrote <em>Advice for Little Girls</em> as a tongue-in-cheek manners manual for young ladies. Now, it’s being published for the first time, along with the whimsical and cheeky illustrations of Vladimir Radunsky. Mischievous girls and boys will enjoy reading Twain’s so-called advice, which includes “You ought never to ‘sass’ old people unless they ‘sass’ you first.” Of course, Twain was never accustomed to writing for young children (or interested in simplifying his language for them), so this book is sure to introduce some new vocabulary. (For ages 6 and up)",0.37416968
The Apprentices ,179,"Maile Meloy, Ian Schoenherr",Justine Kenin,,"Backseat Book Club producer, <em>All Things Considered</em> staff",Beth,0399162453,,243929577,,,"Kids' Books, Science Fiction & Fantasy, NPR Staff Picks",Middle grade,"Maile Meloy is one of my favorite adult writers, so I was thrilled in 2011 when she published <em>The Apothecary,</em> a book I could read with my daughters. Fourteen-year-old Janie and her friend Benjamin, the son of an apothecary, have to save the world from a nuclear bomb. It sounds far-fetched, but the story feels realistic in Meloy’s able hands. We couldn't wait to see what would happen next to Janie and Benjamin in <em>The Apprentices,</em> published this year. The beginning is a little clunky, as Meloy tries to catch you up on what happened in the first book, but once again she gives us great characters, action, intrigue and history. (For ages 10 and up)",0.64500657
Aces Wild,180,Erica S. Perl,Justine Kenin,,"Backseat Book Club producer, <em>All Things Considered</em> staff",Beth,0307931722,,243929926,,,"Kids' Books, Funny Stuff, Family Matters, NPR Staff Picks",Middle grade,"The only thing better than a great book is an amazing follow-up. This year Erica Perl brings us <em>Aces Wild,</em> which matches the magic of her 2011 novel, <em>When Life Gives You O.J.</em> Zelly Fried, like most 11-year-olds, is just trying to fit in, but her unruly dog Ace and her mensch of a grandfather (also named Ace!) aren't helping. Her grandfather dishes out his gems of wisdom in one volume: ALL-CAPS LOUD. The family is still absorbing the loss of Zelly’s grandma, Ace’s wife, and the ups and downs will have you laughing, crying and trying out your Yiddish! My kids and I just love these characters. (For ages 8 to 12)",0.366392112
On A Beam Of Light: A Story Of Albert Einstein ,15,"Jennifer Berne, Vladimir Radunsky",Lisa Yee,http://www.lisayee.com/,"author, most recently of <em>Warp Speed</em>",Beth,0811872351,TRUE,243071943,,,"Biography & Memoir, Kids' Books, It’s All Geek To Me, For History Lovers",Elementary,"Curiosity and creativity collide in this exuberant biography of Albert Einstein. Silent as a young child, when Einstein finally did speak up, his curiosity got him in trouble. Yet nothing could stop the young scientist from constantly questioning the world around him. Mocked for being different, ultimately his discoveries brought worldwide acclaim. As an old man, Einstein remained a quirky individual, right down to his love of ice cream cones and his lack of socks. Vladimir Radunsky’s energetic drawings perfectly complement Jennifer Berne’s words. This book is ideal for any child who has ever wondered, “why?” (For ages 6 to 9)",0.032900814
Hiding Out At The Pancake Palace ,80,Nan Marino,Lisa Yee,http://www.lisayee.com/,"author, most recently of <em>Warp Speed</em>",Beth,1596437537,,243071281,,,Kids' Books,Middle grade,"After tween music superstar Elvis Ruby freezes onstage, he can’t face his fans. So he alters his looks, and changes his name to Aaron, and hides out in rural Pinelands of New Jersey to work in his aunt’s Pancake Palace. Almost immediately, Cecilia, a girl who can’t keep a secret, figures out who he really is. However, she is more interested in enlisting Aaron’s help in solving a musical mystery than ratting him out to the <em>paparazzi</em>. Nan Marino’s <em>Hiding Out at the Pancake Palace</em> sings with humor, wit and plenty of pancakes. (For ages 8 to 12)",0.379008685
The Boy On The Porch,81,Sharon Creech,Lisa Yee,http://www.lisayee.com/,"author, most recently of <em>Warp Speed</em>",Beth,0061892351,,243071507,,,"Kids' Books, Family Matters, For Art Lovers",Middle grade,"When a childless young couple discover an abandoned boy on their porch, they open their home and their hearts to him. Though Jacob does not talk, he manages to speak eloquently through his music and art. As the days turn into weeks, the couple learn to love the boy, and later live in fear that he might leave them. <em>The Boy On The Porch</em> is at once heartbreaking and heartwarming, and a testament to the human spirit. This slim novel is rich in its simplicity, proving once again that Newbery Medal-winner Sharon Creech is a master storyteller. (For ages 8 to 12)",0.09347196
One Came Home,82,Amy Timberlake,Lisa Yee,http://www.lisayee.com/,"author, most recently of <em>Warp Speed</em>",Beth,0375869255,,243071613,,,"Kids' Books, For History Lovers, Family Matters",Middle grade,"The year is 1871, the setting is rural Wisconsin, and the unidentifiable dead body is not Agatha Burkhardt -- or so believes her 13-year-old sister, Georgie. Determined to uncover the truth, Georgie runs away, armed with her rifle and her ardent belief that her sister is still alive. Georgie follows the trail of the pigeon hunters Agatha was last seen with, unaware that someone is following her as she heads straight for danger. In <em>One Came Home,</em> author Amy Timberlake seamlessly weaves together history and humor, passenger pigeons and criminals, to create a suspenseful page-turner. (For ages 9 to 12)",0.900647196
Counting By 7s,83,Holly Goldberg Sloan,Lisa Yee,http://www.lisayee.com/,"author, most recently of <em>Warp Speed</em>",Beth,0803738552,,243076179,,,"Kids' Books, The Dark Side, Family Matters",Middle grade,"In <em>Counting By 7s</em>, 12-year-old Willow Chance knows that she’s odd. Being a genius, she thinks she has everything figured out. However, when her adopted parents die in a car crash, Willow finds she cannot fathom the depth of her grief. She’s befriended by Mai, a strong-willed Vietnamese-American girl, and Willow moves in with Mai’s family, setting off a chain reaction of unexpected events. Holly Goldberg Sloan’s tender and funny novel is a book of small miracles and will make a believer out of you. (For ages 10 and up)",0.767295962
Flora And Ulysses: The Illuminated Adventures,84,"Kate DiCamillo, K.G. Campbell",Lisa Yee,http://www.lisayee.com/,"author, most recently of <em>Warp Speed</em>",Beth,076366040X,,243076622,,,"Kids' Books, Funny Stuff",Middle grade,"The day comic book aficionado Flora Belle Buckman saves a squirrel from death-by-vacuum cleaner, a new superhero emerges ... and it’s the squirrel. The aftermath of her parents’ divorce has left Flora a cynic, but Ulysses, the flying, poetry-writing squirrel, makes her a believer. Though their adventures are wild and wacky, the heart of the story is about a girl adrift and how she finds her way home. Pencil illustrations and comic book panels by K.G. Campbell complement Kate DiCamillo’s text perfectly. After reading <em>Flora and Ulysses,</em> you’ll be asking when the next installment is due. (For ages 8 to12)",0.12884179
Journey,117,Aaron Becker,Lisa Yee,http://www.lisayee.com/,"author, most recently of <em>Warp Speed</em>",Beth,0763660531,TRUE,243072299,,,Kids' Books,Preschool,"Lonely in her sepia-colored room, a young girl breaks through the boredom by drawing a door on the wall. The adventure begins as she enters into a world of wonder and excitement. Here, she risks her life to secure the freedom of a mysterious purple bird &mdash; and in doing so makes way for a surprising friendship. This absolutely gorgeous wordless picture book is a testament to the skill of author/illustrator Aaron Becker. As <em>Journey</em> ends, you’ll want to immediately return to the beginning to experience it again. (For ages 4 to 8)",0.964451689
Mo's Mustache,118,Ben Clanton,Lisa Yee,http://www.lisayee.com/,"author, most recently of <em>Warp Speed</em>",Beth,177049538X,,243073107,,,"Kids' Books, Funny Stuff",Preschool,"Mo the monster has a mustache, and he looks marvelous! Soon all the other monsters are sporting mustaches, too. So Mo gets a scarf, and he looks sensational! Soon all the other monsters are sporting scarves, too. This makes Mo mad. Everyone keeps copying him. When Mo finally confronts his friends, he learns why they want to be like him. Ben Clanton’s <em>Mo’s Mustache</em> may be populated with monsters, but there’s nothing scary in this simply illustrated and supersilly book about individuality. Whether you have a mustache or not, you’ll find yourself sharing a happy “Huzzah!” along with Mo. (For ages 3 to 7)",0.603172418
Count The Monkeys,201,"Mac Barnett, Kevin Cornell",Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,1423160657,TRUE,246029098,,,"Kids' Books, Funny Stuff",Preschool,"Hey, kids! Time to count the monkeys! This turns out to be a little harder than advertised, because first readers must avoid a king cobra, vote on the correct plural of mongoose, confuse three crocodiles, scare off four grizzly bears, and on and on, until they run out of pages and opportunities to count monkeys! (All is not lost &mdash; check out the endpapers.) The bright, colorful, Disney-esque illustrations add much to this supersilly, highly interactive, never-gonna-get-‘em-to-sleep-tonight gem that will keep kids and grown-ups amused &mdash; and counting &mdash; for many readings. (For ages 3 to 6)",0.957244178
Take Me Out To The Yakyu,202,Aaron Meshon,Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,1442441771,,177931631,,,Kids' Books,Preschool,"Nothing says spring like baseball, no matter where you are. This little boy is especially lucky &mdash; he gets to experience baseball with two grandfathers: Pop Pop in America and Ji Ji in Japan. Some things are very different. The American pitcher throws a 95 mile-per-hour fastball, while the Japanese <em>tousu</em> throws a 153 kilometer-per-hour <em>sokkyu.</em> In America, they cheer “Win! Win! Win!” In Japan, they cheer “Do your best!” Hot dogs and peanuts in America; soba noodles and edamame in Japan. But love of the game and the pleasures of hanging out with Grandpa are universal. (For ages 2 to 6)",0.148175708
Frog Song,203,"Brenda Z. Guiberson, Gennady Spirin",Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,0805092544,TRUE,177930647,,,"Kids' Books, Tales From Around The World",Preschool,"The Great Plains narrow-mouthed toad sings ""BUZZBUZZBUZZ,"" while in northeastern Australia, the Scarlet-sided Pobblebonk says ""BONK ... BONK ... BONK."" Readers are introduced to 11 different frogs and their weird and wacky songs from all around the world in this beautiful illustrated and fun to read book. Songs aren’t the only interesting things about these frogs. The male Darwin’s frog, from Chile, keeps the kids in his vocal sacs for seven weeks, then gives a big yawn, and out they pop! Lots of information packed into a book that reads like a picture book, and one that is sure to have kids clamoring for a visit to the zoo. (For ages 4 to 8)",0.437813569
Who Says Women Can't Be Doctors?: The Story Of Elizabeth Blackwell,204,"Tanya Lee Stone, Marjorie Priceman",Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,0805090487,,177934038,,,"Kids' Books, For History Lovers, Biography & Memoir",Preschool,"Meet Elizabeth Blackwell, who was never particularly interested in healing or medicine (she hid herself away when she felt sick, and blood made her queasy) -- yet she became the first woman to graduate from medical school in America. It was the challenge that excited her, and even though the one school that accepted her application did it as a joke, she not only made it through the program, but graduated first in her class. Filled with humor, lively text and charming illustrations, this one could inspire many readers to challenge themselves as well. (For ages 5 to 8)",0.559450939
Have You Seen My New Blue Socks?,205,"Eve Bunting, Sergio Ruzzier",Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,0547752679,TRUE,246032226,,,Kids' Books,Preschool,"Poor Duck has lost his new blue socks. He searches through his toy box, asks various pals, like Fox (who sits beside a grapevine reading a book in a nice nod to Aesop) and the very artistic Mr. Ox, who suggests Duck check out the socks on the rocks, which sadly are more purple than blue. It is the littlest peacock whose sharp eyes find those pesky blue socks. An excellent choice for a newly minted reader, with some fine humorous touches in both the brief rhyming couplets and the somewhat Seussian watercolor illustrations. (For ages 4 to 8)",0.278147383
This Little Piggy,206,Tim Harrington,Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,0062218085,TRUE,246033023,,,"Kids' Books, Funny Stuff",Preschool,"The classic nursery rhyme gets an exciting makeover. We all know the story of the little piggies who went to market and ate roast beef and so on ... but what about the piggies on the other foot? Those piggies were dancing, flying planes and exploring the universe! Now the original wee-weeing-all-the-way-home piggies want to do more fun stuff, too. Soon they are throwing costume parties, chewing gum and secretly becoming Super Toe, the world’s greatest hero! Of course, all this activity is exhausting, so the piggies get ready for bed and go z-z-z ... all the way to sleep. Everyone’s toes should have this much fun. (For ages 4 to 8)",0.561228494
Animal Opposites,207,Petr Horacek,Mara Alpert,http://www.lapl.org/collections-resources/blogs/central-library/authors/malpert,"children's librarian, Los Angeles Public Library",Beth,0763667765,TRUE,246033700,,,Kids' Books,Preschool,"A short dog (a dachshund &mdash; very short, indeed) looks up &mdash; way, way up, at a giraffe so tall you have to lift a flap to see all of him. A quiet white rabbit in the middle of an orange page stares a little apprehensively at the loud lion that pops up from behind the opposing flap. Animal opposites are presented in a fabulously fun and totally interactive way, with colorful, almost childlike illustrations. Children will learn important concepts and maybe be inspired to draw their own animals large and small, slow and fast, heavy and light. (For ages 3 to 7)",0.338846532
